2.291276216506958,1
1.0624356269836426,1
2.8347203731536865,1
2.7034096717834473,1
1.6183948516845703,1
1.3507400751113892,1
1.475322961807251,1
1.6918408870697021,1
1.5140855312347412,1
1.5808308124542236,1
2.0161731243133545,1
2.8299269676208496,1
2.5790505409240723,1
1.3043255805969238,1
1.7760580778121948,1
1.5182325839996338,1
2.021376848220825,1
1.6414577960968018,1
1.584874153137207,1
2.2310829162597656,1
1.2074875831604004,1
2.235172748565674,1
1.5452234745025635,1
2.917285680770874,1
1.4468923807144165,1
1.5597853660583496,1
1.7818951606750488,1
1.8786259889602661,1
0.9581257104873657,1
1.4595173597335815,1
1.4506114721298218,1
1.9429079294204712,1
2.0025510787963867,1
1.752709150314331,1
1.4921371936798096,1
1.4728176593780518,1
1.3793089389801025,1
1.4420613050460815,1
1.500275731086731,1
1.8381234407424927,1
2.122018814086914,1
1.2618955373764038,1
2.4510140419006348,1
1.4543062448501587,1
1.6025468111038208,1
1.6809685230255127,1
1.514660358428955,1
1.4126710891723633,1
2.211944341659546,1
1.7662633657455444,1
1.8979146480560303,1
1.8590675592422485,1
1.3270388841629028,1
1.7025351524353027,1
1.9791316986083984,1
1.4210169315338135,1
1.8084301948547363,1
2.159392833709717,1
1.7551884651184082,1
1.9685583114624023,1
1.9643315076828003,1
1.4222397804260254,1
1.543056607246399,1
